Historico de cotizaciones de YPFD;;;;;;;
;;;;;;;
Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
06/26/2020;619.00;622.95;600.00;608.85;608.85;64,246,839.75;104,830.00
06/25/2020;605.05;625.00;600.15;618.45;618.45;62,791,109.15;102,732.00
06/24/2020;608.95;611.00;591.00;597.90;597.90;66,405,588.45;110,467.00
06/23/2020;613.05;624.90;608.65;611.10;611.10;125,013,430.75;202,079.00
06/22/2020;618.00;618.00;588.00;608.65;608.65;207,277,304.60;343,731.00
06/19/2020;591.05;633.00;591.05;621.85;621.85;158,440,310.75;257,290.00
06/18/2020;614.00;614.00;580.00;582.70;582.70;181,631,978.50;304,598.00
06/17/2020;655.00;667.00;615.00;623.10;623.10;84,078,534.25;131,582.00
06/16/2020;681.00;700.00;652.00;655.85;655.85;118,929,433.05;179,047.00
6/12/2020;703.00;715.00;640.00;669.70;669.70;231,288,563.40;339,821.00
6/11/2020;709.00;709.00;658.00;667.75;667.75;215,206,405.45;316,078.00
6/10/2020;717.50;734.95;704.00;725.20;725.20;230,061,540.55;319,660.00
6/9/2020;735.00;750.00;700.05;739.60;739.60;322,417,242.75;440,197.00
6/8/2020;690.05;760.00;690.05;753.05;753.05;340,524,380.05;476,343.00
6/5/2020;683.05;700.00;665.00;675.60;675.60;245,404,067.85;357,470.00
6/4/2020;670.00;683.95;645.00;668.75;668.75;258,477,659.10;386,960.00
6/3/2020;627.00;682.50;622.05;664.60;664.60;311,786,088.85;475,031.00
6/2/2020;600.00;630.00;595.00;626.60;626.60;181,099,888.60;298,349.00
6/1/2020;561.40;594.00;549.00;590.20;590.20;113,592,803.75;198,125.00
05/29/2020;569.00;569.00;525.00;561.40;561.40;125,814,629.45;227,784.00
05/28/2020;585.00;592.95;560.00;567.75;567.75;191,787,705.45;330,682.00
05/27/2020;575.00;598.00;563.00;589.90;589.90;191,104,694.20;332,347.00
05/26/2020;550.05;573.00;550.05;571.60;571.60;129,625,863.95;228,505.00
05/22/2020;543.95;560.25;530.00;548.60;548.60;176,711,359.85;324,068.00
05/21/2020;535.00;578.95;522.70;551.50;551.50;185,741,378.95;336,874.00
05/20/2020;533.00;541.70;522.00;533.30;533.30;127,346,697.35;239,277.00
05/19/2020;530.00;541.00;520.00;522.20;522.20;113,636,142.05;213,918.00
05/18/2020;527.50;542.00;514.00;527.25;527.25;154,637,244.45;293,546.00
05/15/2020;525.00;530.95;507.10;510.95;510.95;140,624,288.60;271,920.00
05/14/2020;486.00;518.00;481.00;510.20;510.20;209,396,289.70;410,774.00
05/13/2020;525.00;531.05;479.05;486.85;486.85;211,919,746.90;426,507.00
5/12/2020;515.00;545.00;515.00;519.65;519.65;252,138,250.00;474,102.00
5/11/2020;471.00;495.00;458.00;490.70;490.70;171,605,500.00;357,470.00
5/8/2020;470.10;490.00;470.10;477.80;477.80;152,883,172.50;319,914.00
5/7/2020;455.05;465.80;452.60;464.30;464.30;208,748,843.55;453,018.00
5/6/2020;441.00;450.00;418.00;439.80;439.80;150,022,764.10;344,522.00
5/5/2020;423.05;449.95;423.05;440.35;440.35;128,789,075.95;292,577.00
5/4/2020;431.00;431.00;408.10;419.60;419.60;67,417,359.70;161,897.00
04/30/2020;452.00;460.00;426.00;433.50;433.50;72,586,613.60;166,409.00
04/29/2020;451.00;468.15;421.55;451.65;451.65;148,299,547.40;336,243.00
04/28/2020;393.00;445.60;392.05;439.55;439.55;257,407,581.65;611,477.00
04/27/2020;370.30;379.00;350.00;376.15;376.15;64,821,503.65;175,444.00
04/24/2020;398.10;400.00;357.00;370.30;370.30;95,429,799.50;257,722.00
04/23/2020;394.00;404.50;390.00;396.75;396.75;59,990,176.40;150,171.00
04/22/2020;385.00;396.90;385.00;394.40;394.40;49,352,063.90;125,352.00
04/21/2020;388.90;390.00;379.00;381.10;381.10;77,118,090.55;200,471.00
04/20/2020;390.05;414.00;380.05;397.20;397.20;115,278,905.25;289,392.00
04/17/2020;404.00;418.00;396.30;401.85;401.85;71,246,486.60;176,443.00
04/16/2020;424.95;430.00;393.00;400.60;400.60;131,831,526.10;320,155.00
04/15/2020;414.50;438.50;400.00;437.05;437.05;140,387,390.35;329,649.00
04/14/2020;415.00;444.65;415.00;432.55;432.55;199,618,986.30;465,024.00
04/13/2020;400.00;408.00;385.00;406.10;406.10;143,624,452.80;361,999.00
4/8/2020;380.55;406.20;380.00;404.10;404.10;123,468,816.25;312,436.00
4/7/2020;400.50;407.00;367.00;378.45;378.45;174,834,938.20;452,983.00
4/6/2020;390.10;399.95;383.00;391.80;391.80;108,432,663.50;276,383.00
4/3/2020;390.00;400.00;373.10;388.35;388.35;160,416,803.35;416,417.00
4/2/2020;372.00;398.00;364.00;383.00;383.00;215,813,069.55;568,646.00
4/1/2020;346.00;368.00;343.00;366.00;366.00;121,593,467.90;339,203.00
03/30/2020;345.00;348.00;324.85;345.50;345.50;70,755,054.35;208,953.00
03/27/2020;338.00;350.00;325.00;340.80;340.80;84,135,683.05;247,166.00
03/26/2020;396.00;409.95;349.00;356.15;356.15;211,446,056.10;561,150.00
03/25/2020;351.00;385.00;351.00;377.90;377.90;215,493,161.35;582,535.00
03/20/2020;288.00;350.00;282.80;319.10;319.10;232,817,150.60;719,649.00
03/19/2020;257.10;286.00;257.10;282.80;282.80;235,283,514.70;859,303.00
03/18/2020;298.95;304.50;218.65;235.60;235.60;329,225,826.70;1,301,257.00
03/17/2020;365.00;365.00;305.70;318.30;318.30;246,266,985.05;759,626.00
03/16/2020;346.95;376.00;318.00;353.00;353.00;200,042,901.35;566,060.00
03/13/2020;422.00;438.95;386.00;404.35;404.35;259,469,361.80;641,555.00
3/12/2020;434.00;435.00;408.00;419.70;419.70;179,978,115.65;428,585.00
3/11/2020;491.00;494.90;466.00;479.00;479.00;158,127,426.20;327,756.00
3/10/2020;505.00;550.00;484.10;517.10;517.10;360,266,135.40;711,128.00
3/9/2020;522.00;528.70;455.00;459.95;459.95;458,208,129.85;924,600.00
3/6/2020;634.95;634.95;601.50;604.05;604.05;190,566,717.35;312,143.00
3/5/2020;670.00;678.00;631.00;637.85;637.85;236,844,851.30;366,040.00
3/4/2020;667.05;681.00;660.00;669.10;669.10;89,380,512.55;133,012.00
3/3/2020;684.95;689.95;658.00;666.15;666.15;173,143,416.25;256,709.00
3/2/2020;670.00;688.00;640.00;664.90;664.90;201,143,113.50;303,026.00
02/28/2020;677.50;677.50;638.05;659.25;659.25;211,089,720.35;323,503.00
02/27/2020;700.00;700.00;663.00;679.20;679.20;107,886,266.30;159,094.00
02/26/2020;700.00;716.85;695.00;701.55;701.55;184,651,931.50;262,296.00
02/21/2020;785.00;788.50;761.55;767.50;767.50;66,198,676.00;85,985.00
02/20/2020;774.30;794.00;774.30;784.15;784.15;66,558,488.80;84,878.00
02/19/2020;770.00;789.00;770.00;773.75;773.75;51,506,955.75;66,016.00
02/18/2020;786.50;786.50;765.00;769.65;769.65;32,082,408.05;41,542.00
02/17/2020;776.80;790.00;770.05;785.20;785.20;8,111,407.00;10,386.00
02/14/2020;772.00;783.50;760.00;776.55;776.55;98,848,382.15;127,557.00
02/13/2020;789.95;789.95;746.50;766.60;766.60;71,403,485.85;93,759.00
2/12/2020;798.00;819.00;780.40;789.40;789.40;44,199,357.00;55,741.00
2/11/2020;826.20;829.00;786.00;795.20;795.20;77,403,892.35;95,590.00
2/10/2020;820.00;828.90;810.10;826.20;826.20;29,829,020.40;36,397.00
2/7/2020;830.00;835.95;810.00;818.50;818.50;81,522,853.20;99,527.00
2/6/2020;826.00;835.00;819.00;828.90;828.90;70,554,004.95;85,472.00
2/5/2020;820.05;839.00;820.05;825.95;825.95;82,328,634.85;98,869.00
2/4/2020;816.00;845.20;802.80;812.95;812.95;122,879,866.10;148,663.00
2/3/2020;795.00;817.00;790.05;815.65;815.65;46,203,850.25;57,242.00
01/31/2020;806.50;816.00;784.50;787.20;787.20;56,820,595.30;71,751.00
01/30/2020;799.00;813.35;790.05;806.10;806.10;59,354,940.85;73,552.00
01/29/2020;803.00;817.85;797.50;798.40;798.40;48,569,879.70;60,158.00
01/28/2020;807.00;815.00;789.95;795.55;795.55;71,472,590.00;89,314.00
01/27/2020;789.95;796.00;772.00;794.25;794.25;78,312,759.05;100,024.00
01/24/2020;811.10;820.00;794.00;796.40;796.40;94,462,603.15;117,347.00
01/23/2020;829.95;830.95;805.50;810.20;810.20;79,749,082.60;98,224.00
01/22/2020;809.90;826.00;802.00;825.45;825.45;112,420,882.05;137,761.00
01/21/2020;854.90;854.90;810.00;810.20;810.20;150,948,758.90;183,498.00
01/20/2020;829.00;853.70;829.00;853.25;853.25;33,373,855.15;39,458.00
01/17/2020;859.80;859.80;820.05;829.80;829.80;96,963,963.75;114,796.00
01/16/2020;859.80;864.80;851.00;860.20;860.20;58,023,153.20;67,536.00
01/15/2020;855.00;860.00;834.00;855.80;855.80;120,338,456.10;141,801.00
01/14/2020;853.05;862.50;838.40;852.85;852.85;76,912,749.35;90,502.00
01/13/2020;860.05;863.00;840.90;852.65;852.65;131,762,129.55;153,746.00
1/10/2020;856.00;864.85;850.00;858.05;858.05;81,907,012.70;95,609.00
1/9/2020;855.00;859.00;839.85;853.95;853.95;120,137,042.35;141,189.00
1/8/2020;838.50;846.00;821.00;837.90;837.90;74,788,106.70;0.00
1/7/2020;863.00;870.00;826.05;837.90;837.90;83,402,735.55;99,362.00
1/6/2020;846.00;862.00;827.00;860.80;860.80;62,251,759.55;73,499.00
1/3/2020;850.05;863.75;822.80;841.60;841.60;97,642,444.95;116,788.00
1/2/2020;858.05;870.00;829.15;837.85;837.85;118,253,260.80;140,122.00
12/30/2019;872.95;872.95;836.50;857.20;857.20;118,654,348.95;139,406.00
12/27/2019;870.00;894.85;866.00;873.75;873.75;125,691,855.10;143,277.00
12/26/2019;831.15;884.75;831.15;865.45;865.45;204,331,386.25;233,717.00
12/23/2019;816.90;840.00;810.50;829.00;829.00;203,978,289.70;245,785.00
12/20/2019;792.05;819.95;792.05;816.90;816.90;94,737,736.65;116,788.00
12/19/2019;784.50;817.00;784.50;790.10;790.10;98,930,400.15;123,811.00
12/18/2019;776.00;800.00;770.00;784.40;784.40;166,539,735.65;211,495.00
12/17/2019;782.00;784.50;750.00;765.00;765.00;76,433,341.15;100,090.00
12/16/2019;771.00;795.00;771.00;781.15;781.15;100,057,917.50;127,277.00
12/13/2019;770.00;783.95;755.00;764.20;764.20;85,153,491.10;109,899.00
12/12/2019;752.00;769.00;745.50;767.10;767.10;103,117,103.60;136,821.00
12/11/2019;745.00;769.00;735.00;750.60;750.60;97,235,178.80;129,763.00
12/10/2019;790.00;800.00;740.00;744.85;744.85;120,073,151.25;156,350.00
12/9/2019;762.00;810.00;762.00;787.35;787.35;191,142,827.40;241,622.00
12/6/2019;736.00;768.00;732.00;759.70;759.70;84,537,266.95;111,679.00
12/5/2019;722.50;740.00;705.00;735.05;735.05;66,809,639.55;91,892.00
12/4/2019;685.00;725.00;685.00;722.25;722.25;65,527,720.70;92,392.00
12/3/2019;705.20;714.00;676.80;682.60;682.60;87,045,146.75;126,693.00
12/2/2019;722.00;725.00;698.05;705.20;705.20;40,662,321.40;57,612.00
11/29/2019;719.50;723.00;703.00;721.75;721.75;48,243,264.10;67,747.00
11/28/2019;707.90;715.95;707.90;715.75;715.75;17,912,843.65;25,160.00
11/27/2019;704.00;713.00;685.00;707.90;707.90;42,380,874.20;60,336.00
11/26/2019;712.90;715.00;675.05;679.55;679.55;60,120,575.95;87,477.00
11/25/2019;710.00;728.00;704.45;712.90;712.90;48,982,190.30;68,244.00
11/22/2019;699.50;711.15;695.00;709.20;709.20;64,091,572.85;91,381.00
11/21/2019;710.00;710.00;686.00;692.75;692.75;57,045,436.50;81,863.00
11/20/2019;690.00;709.50;690.00;703.55;703.55;79,957,935.70;113,765.00
11/19/2019;706.00;706.00;655.05;687.85;687.85;129,740,860.25;191,491.00
11/15/2019;699.50;723.95;690.00;708.80;708.80;48,580,668.75;68,519.00
11/14/2019;688.00;704.10;681.00;696.70;696.70;67,604,343.30;97,356.00
11/13/2019;705.00;717.10;683.00;688.00;688.00;49,541,782.45;71,245.00
11/12/2019;720.00;725.00;685.05;708.90;708.90;53,390,173.70;76,416.00
11/11/2019;742.50;750.00;710.00;715.95;715.95;49,418,157.50;68,625.00
11/8/2019;754.00;754.00;738.00;741.00;741.00;90,400,543.45;121,454.00
11/7/2019;740.00;761.30;731.00;752.85;752.85;90,963,395.50;121,490.00
11/6/2019;782.00;786.95;733.00;739.45;739.45;67,813,600.10;90,623.00
11/5/2019;789.00;796.00;770.05;779.45;779.45;127,614,913.90;164,515.00
11/4/2019;771.50;794.00;764.00;781.75;781.75;124,933,415.20;160,277.00
11/1/2019;760.00;779.95;756.00;764.00;764.00;145,182,600.25;189,398.00
10/31/2019;748.95;760.00;738.00;754.05;754.05;150,640,871.55;200,566.00
10/30/2019;722.00;749.00;711.00;745.60;745.60;128,213,378.70;176,694.00
10/29/2019;729.00;745.00;710.00;721.70;721.70;148,189,016.35;201,564.00
10/28/2019;760.00;813.50;725.15;729.95;729.95;128,503,587.80;171,688.00
10/25/2019;739.00;770.00;735.00;760.35;760.35;259,724,500.85;342,375.00
10/24/2019;698.95;736.00;682.55;734.95;734.95;93,802,581.50;131,561.00
10/23/2019;718.00;719.50;691.05;702.05;702.05;224,819,514.25;319,001.00
10/22/2019;689.80;719.50;689.80;709.85;709.85;215,530,631.20;303,266.00
10/21/2019;675.05;694.15;670.00;689.90;689.90;64,473,738.35;94,326.00
10/18/2019;673.00;692.00;661.00;672.40;672.40;149,246,054.35;218,231.00
10/17/2019;627.00;680.00;625.00;675.00;675.00;148,024,153.75;225,021.00
10/16/2019;639.50;639.50;624.15;627.40;627.40;142,430,328.30;226,558.00
10/15/2019;644.00;649.25;623.50;639.95;639.95;133,725,500.50;207,711.00
10/11/2019;649.95;658.10;642.00;645.85;645.85;105,221,704.10;162,235.00
10/10/2019;620.85;651.50;620.00;649.95;649.95;70,989,748.00;109,710.00
10/9/2019;623.00;625.00;616.00;620.85;620.85;101,623,390.70;163,750.00
10/8/2019;624.00;628.00;607.00;623.30;623.30;74,869,765.10;120,556.00
10/7/2019;647.00;659.00;625.00;625.75;625.75;76,315,803.10;119,449.00
10/4/2019;621.00;651.00;620.00;650.00;650.00;95,816,655.75;150,279.00
10/3/2019;637.00;648.90;619.60;620.90;620.90;118,089,597.20;185,536.00
10/2/2019;619.00;641.00;614.65;636.80;636.80;83,428,502.20;131,449.00
10/1/2019;600.00;622.00;593.05;620.65;620.65;58,318,751.85;95,667.00
09/30/2019;580.05;598.95;580.05;592.45;592.45;90,456,495.05;154,110.00
09/27/2019;591.95;605.95;590.00;602.10;602.10;58,218,501.45;96,904.00
09/26/2019;589.00;599.95;580.00;580.95;580.95;61,557,975.25;105,131.00
09/25/2019;587.00;595.10;578.00;586.20;586.20;71,929,302.65;123,281.00
09/24/2019;610.00;610.00;576.50;586.55;586.55;94,513,176.05;160,796.00
09/23/2019;634.90;634.90;598.00;609.55;609.55;63,837,450.75;105,358.00
09/20/2019;635.05;645.00;628.05;635.15;635.15;47,650,130.45;75,138.00
09/19/2019;618.00;642.00;615.00;639.65;639.65;81,865,835.55;130,324.00
09/18/2019;615.00;619.00;590.05;616.45;616.45;75,357,124.50;124,376.00
09/17/2019;624.00;624.00;600.00;615.75;615.75;119,686,413.00;195,598.00
09/16/2019;650.00;670.00;625.00;630.20;630.20;131,155,182.35;199,768.00
09/13/2019;599.00;634.00;599.00;628.35;628.35;123,760,771.95;198,797.00
9/12/2019;592.50;609.55;580.00;597.70;597.70;66,869,331.35;112,627.00
9/11/2019;610.00;611.00;589.50;594.95;594.95;104,757,528.90;175,061.00
9/10/2019;590.00;602.00;580.05;599.75;599.75;99,066,604.95;166,795.00
9/9/2019;615.00;626.00;573.00;575.90;575.90;181,841,374.75;310,203.00
9/6/2019;600.00;623.00;592.00;608.30;608.30;286,006,454.35;469,992.00
9/5/2019;555.00;595.00;550.00;589.15;589.15;216,423,839.10;379,972.00
9/4/2019;520.00;529.00;507.00;526.75;526.75;297,868,006.45;572,560.00
9/3/2019;534.95;544.95;488.30;502.95;502.95;241,521,907.20;474,161.00
9/2/2019;554.00;609.00;554.00;594.35;594.35;54,774,463.50;91,631.00
08/30/2019;530.00;575.00;522.65;553.65;553.65;127,550,343.30;234,454.00
08/29/2019;519.80;530.00;501.05;525.60;525.60;114,723,422.00;222,121.00
08/28/2019;520.00;530.95;516.00;525.65;525.65;85,837,907.65;163,283.00
08/27/2019;523.20;523.25;500.00;513.55;513.55;85,778,079.65;167,965.00
08/26/2019;533.00;533.00;515.00;525.90;525.90;53,569,992.70;102,143.00
08/23/2019;540.00;542.00;525.10;535.15;535.15;69,336,057.50;129,802.00
08/22/2019;555.95;559.90;545.00;547.25;547.25;91,830,553.30;165,901.00
08/21/2019;537.00;564.00;537.00;556.05;556.05;141,785,747.85;255,393.00
08/20/2019;568.95;575.00;534.00;536.95;536.95;143,491,214.30;259,535.00
08/16/2019;621.95;621.95;593.00;600.20;600.20;113,963,613.85;187,719.00
08/15/2019;628.15;647.05;610.00;623.15;623.15;280,449,698.10;445,875.00
08/14/2019;667.95;667.95;622.40;637.45;637.45;206,496,052.65;323,832.00
08/13/2019;653.00;739.00;628.15;663.10;663.10;287,189,291.80;440,892.00
8/12/2019;590.05;745.00;590.05;631.45;631.45;196,892,837.30;297,240.00
8/9/2019;710.00;765.00;709.00;760.00;760.00;78,362,430.95;105,538.00
8/8/2019;720.00;723.00;703.90;706.25;706.25;59,842,149.50;83,822.00
8/7/2019;705.00;745.10;705.00;723.60;723.60;88,899,595.85;122,461.00
8/6/2019;710.00;715.00;709.60;712.40;712.40;27,706,880.15;38,873.00
8/5/2019;710.95;710.95;696.00;707.70;707.70;45,220,759.65;64,222.00
8/2/2019;721.50;726.95;712.00;712.95;712.95;38,248,792.15;53,287.00
8/1/2019;732.00;743.60;718.50;721.35;721.35;66,421,006.20;90,806.00
07/31/2019;735.50;745.00;720.05;731.45;731.45;47,553,459.35;64,689.00
07/30/2019;742.65;747.50;735.00;735.45;735.45;32,942,201.50;44,490.00
07/29/2019;732.80;750.00;729.00;742.65;742.65;58,689,822.05;78,892.00
07/26/2019;724.00;734.80;718.00;732.80;732.80;41,129,596.15;56,359.00
07/25/2019;726.45;726.45;715.00;724.25;724.25;39,074,354.35;54,129.00
07/24/2019;717.65;739.05;715.55;726.25;726.25;37,966,474.85;52,041.00
07/23/2019;720.05;727.50;713.00;717.40;717.40;50,314,280.75;70,081.00
07/22/2019;730.15;737.45;710.00;717.80;717.80;56,873,741.35;79,023.00
07/19/2019;754.00;759.95;733.00;734.80;734.80;47,002,798.70;63,632.00
07/18/2019;764.95;764.95;747.00;753.15;753.15;19,172,110.55;25,424.00
07/17/2019;774.00;774.35;762.00;765.80;765.80;27,739,622.20;36,132.00
07/16/2019;777.00;780.00;761.80;772.40;772.40;39,792,809.75;51,650.00
07/15/2019;771.00;774.90;763.00;764.05;764.05;95,668,980.10;124,511.00
7/12/2019;773.50;779.00;762.00;771.05;771.05;78,498,163.00;101,467.00
7/11/2019;770.00;774.95;767.05;772.65;772.65;77,262,074.25;100,101.00
7/10/2019;762.00;779.85;755.00;770.40;770.40;97,152,516.10;126,699.00
7/5/2019;771.00;774.00;760.00;761.05;761.05;42,872,786.95;55,930.00
7/4/2019;772.00;782.50;769.05;771.60;771.60;7,236,034.20;9,373.00
7/3/2019;762.05;775.00;762.00;771.60;771.60;22,753,314.50;29,605.00
7/2/2019;781.10;787.90;760.00;762.75;762.75;57,788,064.45;74,851.00
7/1/2019;787.95;788.00;776.20;784.00;784.00;38,098,320.40;48,755.00
06/28/2019;784.50;784.90;770.00;779.95;779.95;76,121,974.75;98,122.00
06/27/2019;779.00;791.00;777.25;787.00;787.00;102,308,722.60;130,490.00
06/26/2019;771.05;792.00;771.00;777.25;777.25;148,011,311.50;188,959.00
06/25/2019;771.05;779.95;760.50;770.00;770.00;119,764,715.20;156,243.00
06/24/2019;775.00;775.00;763.25;771.70;771.70;108,593,293.05;141,151.00
06/21/2019;766.00;784.00;766.00;781.25;781.25;106,385,816.05;136,760.00
06/19/2019;770.50;777.00;762.00;763.05;763.05;51,158,741.95;66,362.00
06/18/2019;766.05;780.00;766.05;769.30;769.30;97,906,407.25;126,636.00
06/14/2019;747.05;764.95;747.05;751.05;751.05;60,660,114.75;79,943.00
06/13/2019;749.95;760.00;740.00;746.30;746.30;102,994,404.45;137,846.00
6/12/2019;742.00;767.00;742.00;747.85;747.85;144,618,786.65;190,888.00
6/11/2019;720.05;744.00;712.55;740.55;740.55;103,223,516.60;141,760.00
6/10/2019;706.00;725.45;702.00;719.00;719.00;84,510,002.45;117,761.00
6/7/2019;689.80;705.00;680.00;700.75;700.75;42,097,735.70;60,483.00
6/6/2019;681.10;687.95;670.00;686.25;686.25;49,339,303.00;72,639.00
6/5/2019;674.00;680.00;667.00;675.35;675.35;35,116,215.40;52,103.00
6/4/2019;678.00;679.85;662.50;674.20;674.20;22,976,090.30;34,321.00
6/3/2019;670.10;680.00;658.00;670.25;670.25;46,223,759.95;69,352.00
05/31/2019;668.90;672.00;657.05;663.15;663.15;37,672,472.80;56,815.00
05/30/2019;671.00;683.90;666.00;669.95;669.95;43,933,168.20;65,360.00
05/29/2019;680.00;680.00;662.55;669.80;669.80;109,768,311.90;163,983.00
05/28/2019;699.40;716.95;694.10;698.40;698.40;56,738,936.30;80,606.00
05/27/2019;690.00;702.00;688.45;699.40;699.40;14,456,574.00;20,880.00
05/24/2019;680.00;693.00;673.05;691.45;691.45;53,787,670.15;78,417.00
05/23/2019;679.50;683.00;664.90;674.95;674.95;28,464,213.20;42,504.00
05/22/2019;686.95;686.95;671.40;685.00;685.00;91,555,161.10;134,750.00
05/21/2019;705.00;705.00;680.05;687.65;687.65;57,792,414.25;83,695.00
05/20/2019;697.50;708.00;697.00;699.10;699.10;40,738,504.45;58,152.00
05/17/2019;704.05;716.00;690.50;697.15;697.15;46,056,857.05;65,922.00
05/16/2019;684.00;705.00;684.00;704.35;704.35;73,120,851.55;104,182.00
05/15/2019;670.80;687.75;658.00;684.40;684.40;34,617,066.35;51,197.00
05/14/2019;645.50;662.65;645.50;657.75;657.75;56,951,342.30;86,554.00
05/13/2019;660.00;660.00;635.00;641.65;641.65;85,154,151.50;131,677.00
5/10/2019;675.00;678.00;658.50;659.80;659.80;99,833,674.85;149,549.00
5/9/2019;676.00;700.00;670.00;682.00;682.00;84,360,766.35;122,528.00
5/8/2019;675.00;685.00;670.00;679.00;679.00;73,574,530.75;108,317.00
5/7/2019;653.00;672.00;646.60;669.00;669.00;47,314,123.50;71,665.00
5/6/2019;642.50;665.00;640.00;659.20;659.20;75,802,565.25;115,253.00
5/3/2019;615.00;646.95;615.00;642.80;642.80;84,790,529.55;134,715.00
5/2/2019;606.00;612.00;598.00;610.25;610.25;31,017,130.35;51,312.00
04/30/2019;605.00;605.00;591.00;600.00;600.00;20,173,980.95;33,682.00
04/29/2019;605.00;608.00;585.00;586.35;586.35;37,694,966.85;63,661.00
04/26/2019;610.00;626.00;596.00;615.00;615.00;36,827,013.20;60,483.00
04/25/2019;621.95;623.95;591.05;612.50;612.50;77,180,886.90;126,349.00
04/24/2019;629.35;641.90;618.00;624.65;624.65;64,465,180.10;102,088.00
04/23/2019;615.05;634.00;615.05;629.40;629.40;31,904,843.75;50,691.00
04/22/2019;625.00;625.00;610.00;615.00;615.00;57,283,163.60;93,078.00
04/17/2019;639.95;639.95;621.05;631.90;631.90;83,204,674.05;132,737.00
04/16/2019;630.00;640.00;625.05;638.15;638.15;71,372,469.10;112,685.00
04/15/2019;615.00;624.15;612.00;623.20;623.20;67,302,308.35;108,322.00
4/12/2019;630.00;630.00;617.70;621.15;621.15;44,343,800.65;71,292.00
4/11/2019;639.80;639.80;620.15;632.00;632.00;35,731,396.75;56,719.00
4/10/2019;636.70;649.95;636.70;641.95;641.95;42,867,726.05;66,409.00
4/9/2019;651.00;657.50;633.00;637.05;637.05;83,868,312.65;129,801.00
4/8/2019;640.00;656.50;640.00;652.15;652.15;71,965,442.15;110,682.00
4/5/2019;632.00;640.00;630.00;638.75;638.75;33,065,392.90;51,926.00
4/4/2019;620.00;630.00;620.00;629.65;629.65;40,903,889.90;65,338.00
4/3/2019;616.50;626.00;612.00;614.70;614.70;47,944,825.55;77,477.00
4/1/2019;610.00;620.00;610.00;616.15;616.15;51,658,340.10;83,634.00
03/29/2019;596.10;613.05;596.10;610.00;610.00;48,216,973.70;79,339.00
03/28/2019;591.10;598.00;582.25;595.40;595.40;22,200,807.20;37,713.00
03/27/2019;580.00;594.00;579.00;591.10;591.10;40,995,450.75;70,041.00
03/26/2019;586.00;598.00;578.00;589.35;589.35;69,135,522.65;117,786.00
03/25/2019;561.05;581.50;561.05;580.15;580.15;80,654,160.45;139,560.00
03/22/2019;592.00;592.00;575.05;577.75;577.75;37,136,654.60;63,788.00
03/21/2019;587.00;596.00;584.25;593.50;593.50;25,091,850.15;42,417.00
03/20/2019;575.10;597.50;575.10;592.45;592.45;108,630,848.55;183,430.00
03/19/2019;585.00;594.00;575.00;577.95;577.95;65,744,554.00;111,538.00
03/18/2019;576.00;589.00;576.00;584.90;584.90;32,066,302.50;54,881.00
03/15/2019;574.00;580.95;568.00;576.85;576.85;64,319,718.85;111,812.00
03/14/2019;578.00;585.00;566.55;571.50;571.50;17,413,279.65;30,385.00
03/13/2019;567.50;582.45;567.50;576.10;576.10;48,117,384.00;83,421.00
3/12/2019;567.05;572.25;563.00;568.00;568.00;32,743,982.55;57,520.00
3/11/2019;540.50;566.00;540.50;560.70;560.70;44,325,991.15;79,787.00
3/8/2019;545.00;545.00;524.00;535.90;535.90;35,582,460.80;67,197.00
3/7/2019;511.00;543.00;511.00;541.95;541.95;52,562,906.60;99,747.00
3/6/2019;526.00;535.00;501.00;502.25;502.25;114,250,068.20;222,249.00
3/1/2019;555.00;566.45;545.00;550.15;550.15;18,176,512.95;32,854.00
02/28/2019;560.00;563.00;545.00;554.20;554.20;28,498,792.95;51,156.00
02/27/2019;561.05;575.00;558.00;561.00;561.00;22,391,359.15;39,693.00
02/26/2019;585.00;585.00;563.00;567.20;567.20;23,966,787.90;42,256.00
02/25/2019;594.00;597.00;570.05;578.15;578.15;38,324,331.05;66,342.00
02/22/2019;578.80;595.00;578.80;592.35;592.35;64,503,484.20;109,551.00
02/21/2019;590.00;590.00;578.00;578.40;578.40;31,784,113.50;54,682.00
02/20/2019;590.00;603.00;585.00;588.50;588.50;100,976,740.95;169,590.00
02/19/2019;594.10;599.00;579.50;580.90;580.90;32,131,852.10;55,083.00
02/18/2019;605.05;605.20;593.00;594.10;594.10;13,355,814.05;22,375.00
02/15/2019;605.00;606.95;599.00;603.45;603.45;31,342,092.60;52,008.00
02/14/2019;597.00;606.00;594.00;605.20;605.20;35,441,444.10;59,145.00
02/13/2019;605.55;610.00;592.05;599.55;599.55;61,043,042.05;101,363.00
2/12/2019;585.10;608.00;585.10;605.55;605.55;44,689,194.05;74,467.00
2/11/2019;592.00;598.00;582.25;584.60;584.60;36,912,657.10;63,024.00
2/8/2019;582.00;593.00;576.40;591.45;591.45;41,680,584.10;71,615.00
2/7/2019;606.00;606.00;577.00;581.90;581.90;64,068,563.90;108,890.00
2/6/2019;613.00;616.00;603.75;604.60;604.60;71,018,648.50;115,850.00
2/5/2019;620.00;620.00;609.00;613.10;613.10;68,728,456.25;112,079.00
2/4/2019;610.00;622.00;605.75;615.65;615.65;53,767,681.30;87,228.00
2/1/2019;606.00;617.00;600.00;614.75;614.75;100,506,262.60;163,974.00
