Historico de cotizaciones de YPFD;;;;;;;
;;;;;;;
Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
06/30/2010;153.00;154.00;153.00;154.00;0.00;0.00;0.00
06/29/2010;153.00;154.00;153.00;154.00;0.00;77,289.00;504.00
06/28/2010;153.00;153.00;153.00;153.00;0.00;1,530.00;10.00
06/25/2010;153.50;154.00;153.50;154.00;0.00;55,053.00;358.00
06/24/2010;154.00;154.00;154.00;154.00;0.00;23,716.00;154.00
06/23/2010;156.00;156.00;156.00;156.00;0.00;2,496.00;16.00
06/22/2010;157.00;157.00;156.00;156.00;0.00;0.00;0.00
06/18/2010;157.00;157.00;156.00;156.00;0.00;0.00;0.00
06/17/2010;157.00;157.00;156.00;156.00;0.00;37,540.00;240.00
06/16/2010;158.00;158.00;157.00;157.00;0.00;45,155.00;287.00
06/15/2010;157.00;159.00;157.00;159.00;0.00;70,208.00;444.00
06/14/2010;157.00;157.00;157.00;157.00;0.00;3,772.00;24.00
6/11/2010;155.00;156.00;155.00;156.00;0.00;13,561.00;87.00
6/10/2010;153.00;157.00;153.00;157.00;0.00;20,210.00;130.00
6/9/2010;150.00;152.50;150.00;152.50;0.00;60,356.00;397.00
6/8/2010;143.70;144.00;143.70;144.00;0.00;0.00;0.00
6/7/2010;143.70;144.00;143.70;144.00;0.00;14,373.00;100.00
6/4/2010;140.00;140.00;140.00;140.00;0.00;20,860.00;149.00
6/3/2010;140.00;140.00;138.00;138.00;0.00;52,280.00;375.00
6/2/2010;138.00;142.00;138.00;141.00;0.00;32,930.00;235.00
6/1/2010;142.00;142.00;142.00;142.00;0.00;7,526.00;53.00
05/31/2010;141.00;141.00;140.00;140.00;0.00;22,829.00;162.00
05/28/2010;142.00;142.00;141.00;141.00;0.00;23,238.00;164.00
05/27/2010;140.25;141.00;137.00;141.00;0.00;89,816.00;643.00
05/26/2010;140.00;140.00;140.00;140.00;0.00;1,120.00;8.00
05/24/2010;140.00;140.00;136.00;137.00;0.00;0.00;0.00
05/21/2010;140.00;140.00;136.00;137.00;0.00;126,186.00;914.00
05/20/2010;140.00;140.00;140.00;140.00;0.00;7,000.00;50.00
05/19/2010;155.00;155.00;155.00;155.00;0.00;15,500.00;100.00
05/18/2010;159.50;159.50;159.00;159.00;0.00;7,326.00;46.00
05/17/2010;159.50;159.50;159.50;159.50;0.00;19,140.00;120.00
05/14/2010;161.00;161.00;161.00;161.00;0.00;9,660.00;60.00
05/13/2010;165.00;165.00;164.00;164.00;0.00;30,797.00;187.00
5/12/2010;165.00;165.00;165.00;165.00;0.00;57,255.00;347.00
5/11/2010;160.00;163.00;155.00;163.00;0.00;34,545.00;215.00
5/10/2010;167.00;167.00;160.00;160.00;0.00;14,319.00;87.00
5/7/2010;166.00;166.00;166.00;166.00;0.00;3,154.00;19.00
5/6/2010;168.00;168.00;166.00;166.00;0.00;0.00;0.00
5/5/2010;168.00;168.00;166.00;166.00;0.00;77,292.00;462.00
5/4/2010;168.00;168.00;166.00;166.00;0.00;46,640.00;280.00
04/30/2010;166.00;170.00;166.00;170.00;0.00;36,140.00;214.00
04/29/2010;168.00;168.00;166.00;166.00;0.00;47,451.00;285.00
04/28/2010;168.00;168.00;168.00;168.00;0.00;1,680.00;10.00
04/27/2010;167.00;167.50;166.00;167.00;0.00;86,868.00;520.00
04/26/2010;167.50;167.50;167.00;167.00;0.00;105,902.00;634.00
04/23/2010;167.00;167.00;167.00;167.00;0.00;0.00;0.00
04/22/2010;167.00;167.00;167.00;167.00;0.00;0.00;0.00
04/21/2010;167.00;167.00;167.00;167.00;0.00;18,370.00;110.00
04/20/2010;171.00;171.00;171.00;171.00;0.00;4,959.00;29.00
04/19/2010;172.00;172.00;170.00;171.00;0.00;42,493.00;249.00
04/16/2010;168.00;168.00;168.00;168.00;0.00;36,120.00;215.00
04/15/2010;168.00;168.00;168.00;168.00;0.00;36,288.00;216.00
04/14/2010;172.00;172.00;172.00;172.00;0.00;21,328.00;124.00
04/13/2010;168.00;169.00;168.00;169.00;0.00;6,898.00;41.00
4/12/2010;169.00;169.00;169.00;169.00;0.00;30,246.00;179.00
4/9/2010;166.00;166.00;166.00;166.00;0.00;1,660.00;10.00
4/8/2010;170.00;170.00;170.00;170.00;0.00;73,270.00;431.00
4/7/2010;170.00;172.00;170.00;170.00;0.00;0.00;0.00
4/6/2010;170.00;172.00;170.00;170.00;0.00;33,203.00;194.00
4/5/2010;170.00;170.00;169.50;170.00;0.00;59,486.00;350.00
03/31/2010;168.00;170.00;166.00;170.00;0.00;9,458.00;56.00
03/30/2010;165.00;165.50;165.00;165.50;0.00;0.00;0.00
03/29/2010;165.00;165.50;165.00;165.50;0.00;19,150.00;116.00
03/26/2010;162.00;162.00;159.00;159.00;0.00;67,430.00;420.00
03/25/2010;166.00;166.00;162.50;162.50;0.00;37,177.00;226.00
03/23/2010;168.00;168.00;166.50;166.50;0.00;31,620.00;189.00
03/22/2010;165.00;167.00;164.00;164.00;0.00;44,896.00;271.00
03/19/2010;168.00;168.00;165.00;165.00;0.00;51,549.00;310.00
03/18/2010;170.50;170.50;168.00;168.00;0.00;13,505.00;80.00
03/17/2010;170.00;170.00;170.00;170.00;0.00;106,930.00;629.00
03/16/2010;170.00;171.00;170.00;170.00;0.00;73,084.00;428.00
03/15/2010;168.50;168.50;168.50;168.50;0.00;12,469.00;74.00
3/12/2010;168.10;169.10;168.10;169.10;0.00;13,647.00;81.00
3/11/2010;169.00;169.00;168.50;168.50;0.00;22,124.00;131.00
3/10/2010;168.00;168.00;168.00;168.00;0.00;3,360.00;20.00
3/9/2010;167.50;170.00;167.50;168.00;0.00;70,901.00;422.00
3/8/2010;170.00;171.00;167.00;167.00;0.00;48,374.00;286.00
3/5/2010;162.30;170.00;162.30;170.00;0.00;244,893.00;1,441.00
3/4/2010;159.00;162.00;159.00;162.00;0.00;17,715.00;110.00
3/3/2010;157.50;159.00;157.50;157.50;0.00;116,331.00;736.00
3/2/2010;159.00;159.00;159.00;159.00;0.00;4,929.00;31.00
3/1/2010;159.00;159.00;159.00;159.00;0.00;10,812.00;68.00
02/26/2010;160.00;160.00;158.00;159.00;0.00;19,300.00;121.00
02/25/2010;159.00;159.00;158.00;158.00;0.00;0.00;0.00
02/24/2010;159.00;159.00;158.00;158.00;0.00;29,754.00;188.00
02/23/2010;157.00;158.00;155.50;158.00;0.00;167,908.00;1,065.00
02/22/2010;162.00;163.00;160.00;160.00;0.00;16,210.00;100.00
02/19/2010;155.00;160.00;155.00;160.00;0.00;25,022.00;160.00
02/18/2010;156.00;156.00;156.00;156.00;0.00;0.00;0.00
02/17/2010;156.00;156.00;156.00;156.00;0.00;7,800.00;50.00
2/12/2010;150.00;152.00;150.00;152.00;0.00;0.00;0.00
2/11/2010;150.00;152.00;150.00;152.00;0.00;22,241.00;148.00
2/10/2010;152.00;152.00;150.00;150.00;0.00;66,016.00;436.00
2/9/2010;155.00;155.00;150.00;152.00;0.00;49,075.00;325.00
2/8/2010;157.00;157.00;155.00;155.00;0.00;43,540.00;280.00
2/5/2010;161.80;161.80;161.80;161.80;0.00;0.00;0.00
2/4/2010;161.80;161.80;161.80;161.80;0.00;9,708.00;60.00
2/3/2010;164.00;164.00;163.00;163.00;0.00;3,924.00;24.00
2/2/2010;163.00;163.50;163.00;163.00;0.00;15,994.00;98.00
2/1/2010;163.00;164.00;163.00;164.00;0.00;0.00;0.00
01/29/2010;163.00;164.00;163.00;164.00;0.00;114,200.00;700.00
01/28/2010;162.00;163.00;162.00;163.00;0.00;7,299.00;45.00
01/27/2010;162.00;162.00;161.00;162.00;0.00;92,028.00;569.00
01/26/2010;160.00;162.00;160.00;162.00;0.00;169,402.00;1,049.00
01/25/2010;162.00;162.00;162.00;162.00;0.00;52,326.00;323.00
01/22/2010;162.00;162.00;162.00;162.00;0.00;23,004.00;142.00
01/21/2010;162.00;162.00;158.00;162.00;0.00;50,490.00;315.00
01/20/2010;169.00;169.00;169.00;169.00;0.00;0.00;0.00
01/19/2010;169.00;169.00;169.00;169.00;0.00;20,280.00;120.00
01/18/2010;166.00;170.00;166.00;170.00;0.00;4,008.00;24.00
01/15/2010;166.00;168.00;166.00;168.00;0.00;6,176.00;37.00
01/14/2010;163.00;166.00;163.00;166.00;0.00;18,790.00;115.00
01/13/2010;166.00;166.00;166.00;166.00;0.00;2,490.00;15.00
1/12/2010;165.00;166.00;165.00;166.00;0.00;25,549.00;154.00
1/11/2010;168.00;168.00;166.00;166.00;0.00;63,028.00;376.00
1/8/2010;167.20;167.20;165.00;167.00;0.00;14,105.00;85.00
1/7/2010;167.50;167.50;167.10;167.20;0.00;25,592.00;153.00
1/6/2010;167.00;167.00;165.00;167.00;0.00;169,342.00;1,020.00
1/5/2010;165.00;169.00;165.00;169.00;0.00;90,308.00;540.00
1/4/2010;163.00;165.00;162.00;162.00;0.00;41,272.00;251.00
12/31/2009;160.00;165.00;159.00;162.00;0.00;0.00;0.00
12/30/2009;160.00;165.00;159.00;162.00;0.00;104,512.00;65.00
12/29/2009;157.00;159.00;157.00;159.00;0.00;56,214.00;35.00
12/28/2009;156.50;156.50;151.00;154.00;0.00;47,121.00;30.00
12/24/2009;152.00;156.00;152.00;156.00;0.00;0.00;0.00
12/23/2009;152.00;156.00;152.00;156.00;0.00;72,142.00;47.00
12/22/2009;152.00;152.00;148.00;150.00;0.00;21,542.00;14.00
12/21/2009;146.00;150.00;146.00;150.00;0.00;0.00;0.00
12/18/2009;146.00;150.00;146.00;150.00;0.00;0.00;0.00
12/17/2009;146.00;150.00;146.00;150.00;0.00;16,310.00;109.00
12/16/2009;150.00;150.00;150.00;150.00;0.00;7,350.00;49.00
12/15/2009;150.00;152.00;150.00;150.00;0.00;0.00;0.00
12/14/2009;150.00;152.00;150.00;150.00;0.00;0.00;0.00
12/11/2009;150.00;152.00;150.00;150.00;0.00;74,760.00;495.00
12/10/2009;149.00;149.00;144.00;144.00;0.00;23,351.00;159.00
12/9/2009;149.00;149.00;149.00;149.00;0.00;109,664.00;736.00
12/7/2009;150.00;150.00;149.00;149.00;0.00;321,493.00;2,154.00
12/4/2009;151.00;151.00;150.00;150.00;0.00;16,415.00;109.00
12/3/2009;148.00;150.00;148.00;150.00;0.00;33,906.00;227.00
12/2/2009;145.00;148.00;145.00;148.00;0.00;40,980.00;280.00
12/1/2009;145.00;146.00;144.00;145.00;0.00;44,463.00;306.00
11/30/2009;143.00;143.00;143.00;143.00;0.00;9,007.00;63.00
11/27/2009;144.00;144.00;144.00;144.00;0.00;0.00;0.00
11/26/2009;144.00;144.00;144.00;144.00;0.00;2,880.00;20.00
11/25/2009;145.00;145.00;145.00;145.00;0.00;15,805.00;109.00
11/24/2009;145.00;145.00;145.00;145.00;0.00;23,780.00;164.00
11/23/2009;139.00;140.00;139.00;140.00;0.00;20,419.00;146.00
11/20/2009;139.00;139.00;139.00;139.00;0.00;10,425.00;75.00
11/19/2009;139.00;140.00;139.00;140.00;0.00;30,915.00;221.00
11/18/2009;140.00;140.00;139.00;139.00;0.00;31,851.00;229.00
11/17/2009;140.00;140.00;140.00;140.00;0.00;45,780.00;327.00
11/16/2009;141.00;144.00;141.00;141.00;0.00;63,057.00;444.00
11/13/2009;141.00;141.00;141.00;141.00;0.00;0.00;0.00
11/12/2009;141.00;141.00;141.00;141.00;0.00;52,170.00;370.00
11/11/2009;143.00;143.00;143.00;143.00;0.00;8,859.00;62.00
11/10/2009;145.00;147.00;143.00;143.00;0.00;59,027.00;409.00
11/9/2009;145.00;145.00;145.00;145.00;0.00;35,090.00;242.00
11/5/2009;143.00;145.00;143.00;145.00;0.00;29,687.00;205.00
11/4/2009;144.00;144.00;142.50;142.50;0.00;0.00;0.00
11/3/2009;144.00;144.00;142.50;142.50;0.00;21,376.00;149.00
11/2/2009;143.00;144.00;143.00;144.00;0.00;17,217.00;120.00
10/30/2009;143.25;143.25;143.00;143.00;0.00;58,834.00;411.00
10/29/2009;143.00;143.00;143.00;143.00;0.00;3,146.00;22.00
10/28/2009;143.00;143.00;143.00;143.00;0.00;62,205.00;435.00
10/27/2009;145.00;145.00;144.00;144.00;0.00;28,655.00;198.00
10/26/2009;148.00;148.00;145.00;145.00;0.00;11,072.00;76.00
10/23/2009;148.00;148.00;147.00;147.00;0.00;5,604.00;38.00
10/22/2009;150.00;150.00;147.00;147.00;0.00;128,885.00;865.00
10/21/2009;152.00;154.00;152.00;154.00;0.00;25,970.00;170.00
10/20/2009;156.00;156.00;154.00;154.00;0.00;50,212.00;324.00
10/19/2009;152.00;156.00;152.00;156.00;0.00;206,057.00;1,330.00
10/16/2009;150.00;152.00;150.00;152.00;0.00;0.00;0.00
10/15/2009;150.00;152.00;150.00;152.00;0.00;81,496.00;542.00
10/14/2009;148.50;152.10;148.50;150.00;0.00;92,121.00;609.00
10/13/2009;147.00;149.00;147.00;148.50;0.00;36,605.00;247.00
10/9/2009;145.00;145.00;145.00;145.00;0.00;8,700.00;60.00
10/8/2009;143.00;143.00;143.00;143.00;0.00;7,007.00;49.00
10/7/2009;143.00;143.00;143.00;143.00;0.00;101,378.00;709.00
10/6/2009;142.00;144.50;140.00;140.00;0.00;27,297.00;192.00
10/5/2009;141.00;141.50;141.00;141.50;0.00;53,041.00;375.00
10/2/2009;142.00;142.50;141.00;142.50;0.00;53,591.00;378.00
10/1/2009;145.00;145.00;143.00;144.00;0.00;46,172.00;320.00
09/30/2009;145.50;145.50;145.50;145.50;0.00;5,964.00;41.00
09/29/2009;148.00;148.00;145.00;145.00;0.00;35,965.00;246.00
09/28/2009;146.00;148.00;146.00;146.20;0.00;12,060.00;82.00
09/25/2009;149.00;149.00;146.00;146.00;0.00;109,314.00;742.00
09/24/2009;149.00;149.00;149.00;149.00;0.00;19,451.00;133.00
09/23/2009;148.00;148.00;148.00;148.00;0.00;71,188.00;481.00
09/22/2009;147.00;147.00;146.00;146.00;0.00;233,968.00;1,594.00
09/21/2009;149.00;149.00;149.00;149.00;0.00;18,021.00;121.00
09/18/2009;148.50;149.00;148.50;149.00;0.00;54,823.00;368.00
09/17/2009;147.00;148.50;147.00;148.50;0.00;31,758.00;215.00
09/16/2009;146.00;146.00;146.00;146.00;0.00;21,754.00;149.00
09/15/2009;145.00;145.00;144.00;144.00;0.00;10,142.00;70.00
09/14/2009;148.00;148.00;147.00;147.00;0.00;0.00;0.00
9/11/2009;148.00;148.00;147.00;147.00;0.00;68,300.00;464.00
9/10/2009;145.00;148.00;145.00;147.00;0.00;26,863.00;184.00
9/9/2009;144.75;145.50;144.75;145.00;0.00;51,671.00;356.00
9/8/2009;143.00;145.00;143.00;145.00;0.00;206,647.00;1,431.00
9/7/2009;140.00;142.00;140.00;142.00;0.00;42,806.00;302.00
9/4/2009;147.95;147.95;142.00;142.00;0.00;12,032.00;82.00
9/3/2009;150.00;150.00;148.00;148.80;0.00;30,570.00;205.00
9/2/2009;151.00;151.00;147.00;149.00;0.00;25,103.00;167.00
9/1/2009;153.00;153.00;153.00;153.00;0.00;29,682.00;194.00
08/31/2009;149.00;153.00;149.00;153.00;0.00;168,516.00;1,116.00
08/28/2009;150.00;151.00;150.00;150.00;0.00;53,693.00;357.00
08/27/2009;148.00;148.00;148.00;148.00;0.00;39,368.00;266.00
08/26/2009;148.00;148.00;148.00;148.00;0.00;37,296.00;252.00
08/25/2009;148.00;148.00;148.00;148.00;0.00;47,656.00;322.00
08/24/2009;147.00;148.00;146.00;148.00;0.00;57,817.00;393.00
08/21/2009;143.00;148.00;143.00;148.00;0.00;12,684.00;88.00
08/20/2009;143.00;143.50;142.00;143.00;0.00;109,967.00;769.00
08/19/2009;145.00;145.00;144.00;144.00;0.00;19,030.00;132.00
08/18/2009;143.00;145.00;142.50;145.00;0.00;86,122.00;603.00
08/14/2009;144.00;144.00;143.00;143.00;0.00;14,365.00;100.00
08/13/2009;143.00;147.50;143.00;145.00;0.00;89,647.00;621.00
8/12/2009;145.00;145.00;144.00;144.00;0.00;18,408.00;127.00
8/11/2009;140.00;150.00;140.00;150.00;0.00;213,296.00;1,444.00
8/10/2009;136.00;140.00;136.00;140.00;0.00;46,940.00;337.00
8/7/2009;136.50;136.60;136.50;136.60;0.00;10,380.00;76.00
8/6/2009;139.00;139.00;137.00;138.50;0.00;43,428.00;315.00
8/5/2009;137.00;137.00;137.00;137.00;0.00;2,615.00;19.00
8/4/2009;138.00;139.00;137.00;139.00;0.00;113,724.00;823.00
8/3/2009;138.50;139.00;137.50;138.00;0.00;64,641.00;467.00
07/31/2009;136.00;139.00;136.00;139.00;0.00;9,985.00;73.00
07/30/2009;131.00;136.00;131.00;136.00;0.00;138,066.00;1,027.00
07/29/2009;132.00;132.00;131.00;131.00;0.00;21,964.00;167.00
07/28/2009;133.20;133.20;133.20;133.20;0.00;0.00;0.00
07/27/2009;133.20;133.20;133.20;133.20;0.00;7,326.00;55.00
07/24/2009;133.00;133.00;133.00;133.00;0.00;28,329.00;213.00
07/23/2009;134.00;134.00;132.00;132.00;0.00;15,102.00;113.00
07/22/2009;140.00;140.00;128.00;131.50;0.00;180,267.00;1,377.00
07/21/2009;143.90;143.90;139.00;141.00;0.00;103,917.00;742.00
07/20/2009;138.00;143.00;138.00;143.00;0.00;93,261.00;659.00
07/17/2009;136.00;138.00;136.00;138.00;0.00;68,074.00;498.00
07/16/2009;135.00;137.00;135.00;137.00;0.00;60,423.00;445.00
07/15/2009;132.00;135.50;132.00;135.50;0.00;223,854.00;1,678.00
07/14/2009;132.00;133.00;129.00;129.00;0.00;81,900.00;626.00
07/13/2009;143.00;143.00;131.00;131.00;0.00;96,778.00;730.00
7/10/2009;135.00;146.00;132.00;145.00;0.00;0.00;0.00
7/8/2009;135.00;146.00;132.00;145.00;0.00;735,699.00;5,183.00
7/7/2009;135.00;135.00;130.10;135.00;0.00;70,284.00;526.00
7/6/2009;132.00;133.00;125.00;127.00;0.00;32,869.00;255.00
7/3/2009;125.00;135.00;125.00;135.00;0.00;90,987.00;695.00
7/2/2009;119.50;124.00;119.00;124.00;0.00;54,826.00;452.00
7/1/2009;119.50;119.50;119.50;119.50;0.00;22,108.00;185.00
06/30/2009;121.00;121.00;120.00;120.00;0.00;16,356.00;136.00
06/29/2009;118.00;118.00;118.00;118.00;0.00;0.00;0.00
06/26/2009;118.00;118.00;118.00;118.00;0.00;12,280.00;104.00
06/25/2009;118.00;118.00;118.00;118.00;0.00;71,272.00;604.00
06/24/2009;114.00;118.00;114.00;118.00;0.00;41,328.00;356.00
06/23/2009;116.00;116.00;113.00;113.00;0.00;76,818.00;666.00
06/22/2009;116.00;116.00;116.00;116.00;0.00;15,620.00;134.00
06/19/2009;119.00;124.00;119.00;124.00;0.00;0.00;0.00
06/18/2009;119.00;124.00;119.00;124.00;0.00;9,670.00;80.00
06/17/2009;120.00;120.00;119.00;119.00;0.00;34,920.00;291.00
06/16/2009;127.00;127.00;125.00;125.00;0.00;56,268.00;445.00
6/12/2009;129.00;135.00;129.00;135.00;0.00;0.00;0.00
6/11/2009;129.00;135.00;129.00;135.00;0.00;22,399.00;172.00
6/10/2009;129.00;129.00;127.00;127.00;0.00;8,769.00;69.00
6/9/2009;132.00;132.00;128.00;128.00;0.00;0.00;0.00
6/8/2009;132.00;132.00;128.00;128.00;0.00;118,871.00;914.00
6/5/2009;135.00;135.00;132.00;132.00;0.00;8,148.00;61.00
6/4/2009;135.00;135.00;134.00;134.00;0.00;15,610.00;116.00
6/3/2009;137.00;137.00;136.00;136.00;0.00;0.00;0.00
6/2/2009;137.00;137.00;136.00;136.00;0.00;54,450.00;399.00
6/1/2009;140.00;140.00;135.00;135.00;0.00;70,684.00;519.00
05/29/2009;127.00;133.00;127.00;132.00;0.00;33,982.00;258.00
05/28/2009;125.00;127.00;125.00;127.00;0.00;53,332.00;425.00
05/27/2009;124.25;124.50;124.25;124.50;0.00;11,316.00;91.00
05/26/2009;113.50;120.00;113.50;119.00;0.00;0.00;0.00
05/25/2009;113.50;120.00;113.50;119.00;0.00;0.00;0.00
05/22/2009;113.50;120.00;113.50;119.00;0.00;51,657.00;442.00
05/21/2009;113.00;113.00;113.00;113.00;0.00;18,012.00;159.00
05/20/2009;113.50;115.00;113.00;113.00;0.00;23,440.00;206.00
05/19/2009;110.00;112.00;110.00;112.00;0.00;58,653.00;527.00
05/18/2009;109.50;110.00;109.50;110.00;0.00;18,017.00;164.00
05/15/2009;108.00;110.00;108.00;110.00;0.00;0.00;0.00
05/14/2009;108.00;110.00;108.00;110.00;0.00;39,588.00;366.00
05/13/2009;108.00;108.00;108.00;108.00;0.00;115,020.00;1,065.00
5/12/2009;108.00;109.00;107.00;108.00;0.00;49,083.00;455.00
5/11/2009;108.00;109.00;108.00;109.00;0.00;44,218.00;408.00
5/8/2009;110.00;110.00;108.00;108.00;0.00;78,409.00;717.00
5/7/2009;105.00;110.00;105.00;110.00;0.00;66,315.00;627.00
5/6/2009;110.00;111.00;110.00;111.00;0.00;11,163.00;101.00
5/5/2009;108.00;108.00;108.00;108.00;0.00;20,520.00;190.00
5/4/2009;108.50;108.50;107.00;108.00;0.00;27,535.00;256.00
04/30/2009;107.00;108.00;107.00;108.00;0.00;8,277.00;77.00
04/29/2009;107.00;107.00;107.00;107.00;0.00;56,391.00;527.00
04/28/2009;103.00;106.90;102.00;106.90;0.00;52,866.00;510.00
04/27/2009;99.90;104.00;99.90;103.00;0.00;32,876.00;325.00
04/24/2009;97.00;99.90;97.00;99.90;0.00;0.00;0.00
04/23/2009;97.00;99.90;97.00;99.90;0.00;12,781.00;130.00
04/22/2009;100.00;100.00;97.00;97.00;0.00;93,793.00;943.00
04/21/2009;101.50;103.00;98.00;101.00;0.00;89,278.00;879.00
04/20/2009;100.00;102.00;98.00;101.00;0.00;106,148.00;1,055.00
04/17/2009;100.00;100.60;100.00;100.60;0.00;77,561.00;775.00
04/16/2009;97.00;98.00;97.00;98.00;0.00;28,230.00;290.00
04/15/2009;97.20;97.20;97.20;97.20;0.00;4,860.00;50.00
04/14/2009;97.00;97.50;96.50;97.00;0.00;49,214.00;507.00
04/13/2009;97.30;98.00;97.30;97.50;0.00;68,718.00;704.00
4/8/2009;97.00;97.00;97.00;97.00;0.00;5,760.00;60.00
4/7/2009;96.00;96.00;94.00;94.00;0.00;32,407.00;341.00
4/6/2009;96.00;96.00;95.00;96.00;0.00;18,697.00;195.00
4/3/2009;96.00;97.00;96.00;96.00;0.00;49,541.00;514.00
4/1/2009;92.00;93.00;89.00;90.00;0.00;256,178.00;2,839.00
03/31/2009;95.00;97.00;93.00;93.00;0.00;111,325.00;1,171.00
03/30/2009;99.00;99.10;93.75;94.00;0.00;132,525.00;1,380.00
03/27/2009;105.00;105.00;98.50;100.00;0.00;140,246.00;1,403.00
03/26/2009;106.00;111.00;104.00;106.50;0.00;145,495.00;1,365.00
03/25/2009;100.00;105.00;100.00;103.00;0.00;301,689.00;2,954.00
03/23/2009;94.00;96.50;94.00;96.00;0.00;72,101.00;759.00
03/20/2009;95.00;96.00;91.00;91.00;0.00;266,912.00;2,857.00
03/19/2009;75.00;80.30;75.00;80.30;0.00;126,824.00;1,661.00
03/18/2009;70.00;73.00;69.00;73.00;0.00;123,634.00;1,754.00
03/17/2009;70.00;70.40;68.00;70.40;0.00;142,141.00;2,049.00
03/16/2009;64.00;64.00;64.00;64.00;0.00;7,521.00;118.00
03/13/2009;65.00;65.00;64.00;64.00;0.00;81,382.00;1,256.00
3/12/2009;65.00;65.50;64.00;65.00;0.00;126,016.00;1,939.00
3/11/2009;64.10;66.00;63.80;65.00;0.00;98,391.00;1,523.00
3/10/2009;65.00;65.10;64.00;64.00;0.00;99,482.00;1,538.00
3/9/2009;75.50;75.50;65.00;65.00;0.00;46,842.00;687.00
3/6/2009;85.00;85.00;76.50;76.50;0.00;39,052.00;486.00
3/5/2009;90.00;90.00;85.00;85.00;0.00;78,608.00;910.00
3/4/2009;90.00;90.00;89.00;90.00;0.00;49,566.00;551.00
3/3/2009;102.00;102.00;98.00;98.00;0.00;83,860.00;840.00
3/2/2009;106.00;108.00;104.00;104.00;0.00;82,752.00;784.00
02/27/2009;110.00;110.00;109.00;109.00;0.00;16,560.00;151.00
02/26/2009;115.00;115.00;115.00;115.00;0.00;0.00;0.00
02/25/2009;115.00;115.00;115.00;115.00;0.00;4,585.00;40.00
02/24/2009;118.75;118.80;115.00;115.00;0.00;56,657.00;482.00
02/23/2009;124.00;124.00;119.00;119.00;0.00;15,719.00;127.00
02/20/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
02/19/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
02/18/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
02/17/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
02/16/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
02/13/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
2/12/2009;152.00;152.00;152.00;152.00;0.00;0.00;0.00
2/11/2009;152.00;152.00;152.00;152.00;0.00;19,608.00;129.00
2/10/2009;152.00;152.00;152.00;152.00;0.00;31,616.00;208.00
2/9/2009;153.50;153.50;153.50;153.50;0.00;14,597.00;95.00
2/6/2009;153.00;153.00;153.00;153.00;0.00;52,173.00;341.00
2/5/2009;154.00;154.00;153.00;153.00;0.00;64,405.00;420.00
2/4/2009;151.00;154.00;151.00;154.00;0.00;93,755.00;610.00
2/3/2009;150.00;150.00;150.00;150.00;0.00;59,100.00;394.00
2/2/2009;149.90;150.00;149.90;150.00;0.00;99,861.00;666.00
01/30/2009;151.50;151.50;151.50;151.50;0.00;3,939.00;26.00
01/29/2009;152.50;152.50;152.50;152.50;0.00;2,898.00;19.00
01/28/2009;152.00;152.50;152.00;152.50;0.00;13,093.00;86.00
01/27/2009;152.00;152.00;152.00;152.00;0.00;35,416.00;233.00
01/26/2009;152.00;152.00;152.00;152.00;0.00;8,657.00;57.00
01/23/2009;153.75;153.75;150.00;152.00;0.00;0.00;0.00
01/22/2009;153.75;153.75;150.00;152.00;0.00;0.00;0.00
01/21/2009;153.75;153.75;150.00;152.00;0.00;0.00;0.00
01/20/2009;153.75;153.75;150.00;152.00;0.00;44,230.00;294.00
01/19/2009;150.00;155.00;150.00;155.00;0.00;0.00;0.00
01/16/2009;150.00;155.00;150.00;155.00;0.00;0.00;0.00
01/15/2009;150.00;155.00;150.00;155.00;0.00;147,249.00;954.00
01/14/2009;155.00;155.00;155.00;155.00;0.00;0.00;0.00
01/13/2009;155.00;155.00;155.00;155.00;0.00;67,580.00;436.00
1/12/2009;154.00;157.00;154.00;157.00;0.00;20,320.00;130.00
1/9/2009;159.90;160.00;159.90;160.00;0.00;0.00;0.00
1/8/2009;159.90;160.00;159.90;160.00;0.00;0.00;0.00
1/7/2009;159.90;160.00;159.90;160.00;0.00;15,518.00;97.00
1/6/2009;162.00;162.00;162.00;162.00;0.00;24,290.00;150.00
1/5/2009;160.00;160.00;159.50;159.50;0.00;11,975.00;75.00
1/2/2009;161.00;161.00;160.00;160.00;0.00;0.00;0.00
12/31/2008;161.00;161.00;160.00;160.00;0.00;0.00;0.00
12/30/2008;161.00;161.00;160.00;160.00;0.00;16,490.00;103.00
12/29/2008;160.00;160.00;158.00;160.00;0.00;49,182.00;309.00
12/26/2008;160.00;160.00;151.00;159.00;0.00;22,378.00;142.00
12/24/2008;159.00;160.00;159.00;159.00;0.00;0.00;0.00
12/23/2008;159.00;160.00;159.00;159.00;0.00;0.00;0.00
12/22/2008;159.00;160.00;159.00;159.00;0.00;0.00;0.00
12/19/2008;159.00;160.00;159.00;159.00;0.00;31,273.00;196.00
12/18/2008;160.00;160.00;160.00;160.00;0.00;3,200.00;20.00
