,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
5781,RxDJAe3dR9,201812.0,20181231.0,,,,,,,E,0.0
5782,iTlSOOGeaA,202001.0,20200131.0,515.0,648.0,648.0,648.0,648.0,644.0,E,0.0
5783,7qH4xpAVgL,202002.0,20200229.0,531.0,526.0,526.0,479.0,479.0,479.0,C1b,0.0
5784,ePazL5Lcn7,201810.0,20181031.0,,,,,,,D,0.0
5785,vlqgYCrU9e,201911.0,20191130.0,352.0,274.0,409.0,449.0,541.0,495.0,C2,0.0
5786,OgQ7mKPAeI,201905.0,20190531.0,661.0,661.0,661.0,657.0,,,D,0.0
5787,h017LyxfON,201902.0,20190228.0,771.0,,,,,,E,0.0
5788,0VwFFu0ykj,202002.0,20200229.0,547.0,547.0,636.0,712.0,748.0,748.0,E,0.0
5789,a7IU0y4oep,201911.0,20191130.0,702.0,702.0,739.0,739.0,739.0,739.0,D,0.0
5790,cZn9ReXBt6,202002.0,20200229.0,714.0,783.0,783.0,774.0,774.0,823.0,C1a,0.0
5791,wc8p6m2Kyy,201907.0,20190731.0,747.0,711.0,667.0,667.0,706.0,743.0,D,0.0
5792,xf42WD9b8P,201810.0,20181031.0,,,,,,,D,0.0
5793,5wyQS9hlyO,201812.0,20181231.0,,,,,,,D,0.0
5794,DxUh6Uszre,201901.0,20190131.0,,,,,,,D,0.0
5795,hHBzcgN1wp,201810.0,20181031.0,,,,,,,E,0.0
5796,hfKEvRMqyD,201810.0,20181031.0,,,,,,,D,0.0
5797,NbfWyC7eYP,201912.0,20191231.0,413.0,590.0,714.0,619.0,619.0,530.0,E,0.0
5798,Ty7KXtmk0d,201812.0,20181231.0,,,,,,,E,0.0
5799,U4lAZryXXc,201907.0,20190731.0,654.0,654.0,654.0,611.0,654.0,654.0,C3,0.0
5800,xUO0XDrsxx,201908.0,20190831.0,580.0,580.0,652.0,652.0,652.0,652.0,D,0.0
5801,XdO3EBssIL,201906.0,20190630.0,341.0,602.0,602.0,602.0,645.0,,C3,0.0
5802,upz2RQgd9T,201904.0,20190430.0,532.0,239.0,441.0,,,,E,0.0
5803,syo3B3SG99,201808.0,20180831.0,,,,,,,D,0.0
5804,af81McNA0Z,201812.0,20181231.0,,,,,,,D,0.0
5805,F9ko1VP3q2,201912.0,20191231.0,742.0,742.0,661.0,661.0,661.0,738.0,C3,0.0
5806,gr5vyL7nAi,201909.0,20190930.0,116.0,136.0,215.0,364.0,215.0,283.0,D,0.0
5807,r2Agf9gzPl,201909.0,20190930.0,659.0,659.0,659.0,659.0,573.0,573.0,D,0.0
5808,Tx7PCCasXm,201809.0,20180930.0,,,,,,,E,0.0
5809,tqbqmB2G0O,201812.0,20181231.0,,,,,,,D,0.0
5810,YRePFAm5w2,201904.0,20190430.0,615.0,615.0,525.0,,,,C1b,0.0
5811,54GzlEbeGB,201912.0,20191231.0,489.0,489.0,535.0,530.0,530.0,484.0,D,0.0
5812,F45nztaT3E,201912.0,20191231.0,679.0,679.0,679.0,679.0,679.0,679.0,E,0.0
5813,v76PCYAx0s,201912.0,20191231.0,725.0,725.0,725.0,725.0,725.0,721.0,C3,0.0
5814,IyGiszIqsM,201912.0,20191231.0,724.0,724.0,724.0,724.0,724.0,724.0,C3,0.0
5815,kG17qRGH6Z,202003.0,20200331.0,42.0,110.0,114.0,116.0,121.0,126.0,D,0.0
5816,cCZPg0sRLQ,201904.0,20190430.0,533.0,533.0,574.0,,,,C1a,0.0
5817,U9aP4ezGaw,202002.0,20200229.0,538.0,584.0,708.0,493.0,493.0,345.0,C2,0.0
5818,JhYelrRTcA,201812.0,20181231.0,,,,,,,C1a,0.0
5819,dfAPM0o5h8,201812.0,20181231.0,,,,,,,C3,0.0
5820,Q0yqxrZljp,201901.0,20190131.0,,,,,,,E,0.0
5821,RBQ4QAn50W,201810.0,20181031.0,,,,,,,C1b,0.0
5822,klXQeJCSPQ,201905.0,20190531.0,637.0,678.0,674.0,589.0,,,E,0.0
5823,dZVWXU9Awr,201911.0,20191130.0,814.0,814.0,814.0,814.0,814.0,814.0,E,0.0
5824,R2eJDpNHV7,201906.0,20190630.0,689.0,689.0,689.0,380.0,298.0,,D,0.0
5825,UXXtucHrgv,201809.0,20180930.0,,,,,,,C1a,0.0
5826,nosCaDlDKz,201902.0,20190228.0,623.0,,,,,,D,0.0
5827,BplK4RjgJ2,201912.0,20191231.0,538.0,538.0,538.0,538.0,743.0,667.0,E,0.0
5828,hJgR2c1pu4,201902.0,20190228.0,763.0,,,,,,C3,0.0
5829,XUg2hEJP4V,201911.0,20191130.0,489.0,489.0,519.0,728.0,650.0,751.0,C1b,0.0
5830,iubiojt6FH,201902.0,20190228.0,833.0,,,,,,C3,0.0
5831,QI8zr8YXkX,201903.0,20190331.0,778.0,778.0,,,,,C3,0.0
5832,3pIPmTbNxB,201907.0,20190731.0,647.0,647.0,725.0,760.0,760.0,725.0,D,0.0
5833,hFDxMLZKI6,201901.0,20190131.0,,,,,,,D,0.0
5834,EhosqenZUT,201810.0,20181031.0,,,,,,,D,0.0
5835,EpQR0T9xve,201812.0,20181231.0,,,,,,,D,0.0
5836,1ekOcCaQA9,201807.0,20180731.0,,,,,,,C2,0.0
5837,Aq8lJKe39K,202001.0,20200131.0,292.0,192.0,192.0,192.0,278.0,490.0,C1b,0.0
5838,4AsRKkv220,201906.0,20190630.0,761.0,761.0,761.0,726.0,726.0,,E,0.0
5839,cF5zNPvuA1,201809.0,20180930.0,,,,,,,D,0.0
5840,7xQn7WqrWb,201909.0,20190930.0,801.0,801.0,798.0,798.0,766.0,766.0,C3,0.0
5841,CSUzcJtvqK,202003.0,20200331.0,198.0,195.0,22.0,80.0,35.0,89.0,D,0.0
5842,kg8nl7Nat8,201808.0,20180831.0,,,,,,,D,0.0
5843,uLVR1YISFO,202002.0,20200229.0,811.0,811.0,811.0,811.0,808.0,808.0,C2,0.0
5844,VnKbQUaGbc,201812.0,20181231.0,,,,,,,D,0.0
5845,shBnxq1YxC,201910.0,20191031.0,731.0,731.0,731.0,731.0,728.0,728.0,D,0.0
5846,qplF6g56Li,201905.0,20190531.0,521.0,385.0,303.0,343.0,,,C2,0.0
5847,jydiPkp26Z,201807.0,20180731.0,,,,,,,C2,0.0
5848,Jm3uDiQypg,201808.0,20180831.0,,,,,,,D,0.0
5849,jWGkDIf7B3,201911.0,20191130.0,427.0,427.0,416.0,197.0,197.0,242.0,C2,0.0
5850,4OIPgbqeJv,201911.0,20191130.0,687.0,687.0,647.0,647.0,604.0,642.0,AB,0.0
5851,jiQrAW0P3Y,201911.0,20191130.0,509.0,463.0,722.0,683.0,722.0,722.0,C3,0.0
5852,45xIbh1q6T,201909.0,20190930.0,732.0,732.0,732.0,763.0,763.0,763.0,D,0.0
5853,xTzb522yiS,201810.0,20181031.0,,,,,,,C3,0.0
5854,TPQkHZkWnG,201902.0,20190228.0,697.0,,,,,,D,0.0
5855,O8AoNj6eEE,201908.0,20190831.0,636.0,548.0,642.0,543.0,717.0,717.0,C3,0.0
5856,WiidPgckbp,201912.0,20191231.0,380.0,469.0,82.0,82.0,114.0,615.0,D,0.0
5857,3tmbqfDwyr,201812.0,20181231.0,,,,,,,E,0.0
5858,RceVPpWOW5,201911.0,20191130.0,309.0,291.0,282.0,350.0,267.0,181.0,D,0.0
5859,qoYQlyA87x,201907.0,20190731.0,666.0,580.0,443.0,443.0,399.0,530.0,E,0.0
5860,Zf55C4zaet,202003.0,20200331.0,557.0,602.0,597.0,552.0,552.0,552.0,C3,0.0
5861,TVRppI9TYK,201904.0,20190430.0,642.0,642.0,642.0,,,,C3,0.0
5862,AVvpzZwld7,202001.0,20200131.0,39.0,93.0,110.0,43.0,141.0,292.0,E,0.0
5863,l8qrMRsV6p,201810.0,20181031.0,,,,,,,C3,0.0
5864,XdpIYIwPAu,201901.0,20190131.0,,,,,,,C1b,0.0
5865,z1DHE2O5rg,201912.0,20191231.0,675.0,499.0,499.0,499.0,675.0,675.0,E,0.0
5866,U2QDCHescB,202001.0,20200131.0,513.0,335.0,725.0,760.0,687.0,687.0,C3,0.0
5867,NYEUA3FoWv,201912.0,20191231.0,640.0,720.0,640.0,330.0,330.0,164.0,D,0.0
5868,ycLVPMaKkx,202003.0,20200331.0,484.0,439.0,439.0,439.0,530.0,530.0,C1b,0.0
5869,cAJk6z7qKD,201907.0,20190731.0,14.0,20.0,3.0,9.0,9.0,67.0,C3,0.0
5870,RBAvVfLlcw,201909.0,20190930.0,364.0,589.0,544.0,539.0,538.0,584.0,C1b,0.0
5871,lI4kkPFmmn,202003.0,20200331.0,620.0,620.0,620.0,739.0,739.0,739.0,E,0.0
5872,TxD5RrCSke,201807.0,20180731.0,,,,,,,D,0.0
5873,2Tj3Hp9i5L,201912.0,20191231.0,633.0,633.0,633.0,760.0,760.0,760.0,C3,0.0
5874,r0KOQ9FRJh,201812.0,20181231.0,,,,,,,E,0.0
5875,VUBYLhK7Af,201905.0,20190531.0,659.0,659.0,659.0,659.0,,,E,0.0
5876,fnFqAmkkji,201809.0,20180930.0,,,,,,,C3,0.0
5877,dyvFCP4UII,201812.0,20181231.0,,,,,,,E,0.0
5878,vL92FQmHvH,201912.0,20191231.0,397.0,705.0,705.0,705.0,623.0,618.0,E,0.0
5879,hkhC3eu8iT,202003.0,20200331.0,540.0,494.0,489.0,624.0,666.0,624.0,D,0.0
5880,U7A8cR2N3i,201906.0,20190630.0,689.0,689.0,689.0,644.0,644.0,,E,0.0
5881,slVoEqr1hr,201902.0,20190228.0,58.0,,,,,,D,0.0
5882,PhyNEMgtfG,201811.0,20181130.0,,,,,,,C3,0.0
5883,IIxIDBMxfD,202002.0,20200229.0,552.0,552.0,552.0,755.0,755.0,681.0,E,0.0
5884,iVzEELLNgZ,201902.0,20190228.0,95.0,,,,,,C2,0.0
5885,KIvSjiMRQi,201809.0,20180930.0,,,,,,,C3,0.0
5886,zS5E1TQykb,202002.0,20200229.0,745.0,745.0,745.0,745.0,745.0,798.0,C3,0.0
5887,bqGHu9KPIV,201904.0,20190430.0,676.0,676.0,635.0,,,,E,0.0
5888,V4eUiKkxbk,201809.0,20180930.0,,,,,,,D,0.0
5889,ie0w9gojoc,201812.0,20181231.0,,,,,,,E,0.0
5890,eW5z7YSEfN,201812.0,20181231.0,,,,,,,D,0.0
5891,8uiFBuKFcI,201905.0,20190531.0,575.0,662.0,657.0,657.0,,,E,0.0
5892,0xOxY9okYF,201901.0,20190131.0,,,,,,,C3,0.0
5893,iBnzcZfd5f,201812.0,20181231.0,,,,,,,E,0.0
5894,yViV1bnnBK,201902.0,20190228.0,866.0,,,,,,C3,0.0
5895,KpyS34UJ87,201912.0,20191231.0,311.0,351.0,351.0,530.0,434.0,434.0,C2,0.0
5896,viGyBNcNrO,202001.0,20200131.0,467.0,467.0,558.0,558.0,633.0,633.0,C1b,0.0
5897,UtTJkbsezc,201912.0,20191231.0,546.0,366.0,410.0,501.0,676.0,676.0,C3,0.0
5898,ADb1dyhsj5,201903.0,20190331.0,769.0,769.0,,,,,C3,0.0
5899,85EwmQtb2a,201812.0,20181231.0,,,,,,,C1a,0.0
5900,7Ps9KRPlhc,201911.0,20191130.0,717.0,717.0,823.0,823.0,823.0,823.0,C2,0.0
5901,xYHoJq7E2x,202002.0,20200229.0,684.0,684.0,684.0,684.0,458.0,458.0,Z,0.0
5902,JVuJCWsTPl,201904.0,20190430.0,536.0,743.0,743.0,,,,D,0.0
5903,DmH31Mw7D9,201907.0,20190731.0,635.0,761.0,761.0,761.0,761.0,761.0,D,0.0
5904,5A74YJSfZr,201808.0,20180831.0,,,,,,,D,0.0
5905,gpquvITRwM,201909.0,20190930.0,783.0,715.0,751.0,751.0,756.0,756.0,C3,0.0
5906,d49ArQ1wcn,202001.0,20200131.0,44.0,193.0,262.0,262.0,228.0,376.0,E,0.0
5907,QOwXlo5SmL,201903.0,20190331.0,13.0,13.0,,,,,C3,0.0
5908,QAuKisO7sa,201912.0,20191231.0,524.0,524.0,657.0,657.0,657.0,657.0,D,0.0
5909,vDYIl1sIac,201904.0,20190430.0,666.0,666.0,535.0,,,,E,0.0
5910,LgOaL4boDO,201903.0,20190331.0,405.0,320.0,,,,,C3,0.0
5911,HPNcz1Xpp5,201910.0,20191031.0,759.0,756.0,756.0,682.0,682.0,682.0,C2,0.0
5912,JvW33egyB3,201810.0,20181031.0,,,,,,,C3,0.0
5913,lb4jkOuTXF,201911.0,20191130.0,562.0,562.0,635.0,812.0,812.0,854.0,D,0.0
5914,pF0gkSTuLQ,201910.0,20191031.0,491.0,582.0,537.0,491.0,491.0,537.0,E,0.0
5915,rKVY6ZBojt,201811.0,20181130.0,,,,,,,C1a,0.0
5916,2dLyOHxBDK,201906.0,20190630.0,463.0,462.0,462.0,554.0,554.0,,C2,0.0
5917,sjoJOJWGQi,201811.0,20181130.0,,,,,,,C1b,0.0
5918,H1RbVNwmev,201909.0,20190930.0,275.0,546.0,79.0,538.0,788.0,708.0,C2,0.0
5919,WZdiERtDeq,201912.0,20191231.0,767.0,767.0,767.0,695.0,695.0,695.0,C3,0.0
5920,ymPzR2DzeB,201904.0,20190430.0,727.0,822.0,822.0,,,,D,0.0
5921,jlOE769Hld,202002.0,20200229.0,668.0,668.0,537.0,445.0,445.0,582.0,D,0.0
5922,jDAZoflGSu,201912.0,20191231.0,460.0,681.0,716.0,635.0,635.0,635.0,D,0.0
5923,TZDekH74G8,201905.0,20190531.0,597.0,597.0,597.0,681.0,,,C3,0.0
5924,BEvJw4XU0r,201911.0,20191130.0,441.0,577.0,621.0,527.0,573.0,481.0,C3,0.0
5925,SWSkvg6ctw,201907.0,20190731.0,645.0,645.0,685.0,376.0,376.0,376.0,E,0.0
5926,EgEoC0QcNF,201902.0,20190228.0,785.0,,,,,,E,0.0
5927,MomHloUfNY,201901.0,20190131.0,,,,,,,C2,0.0
5928,O48RKK7ClI,201902.0,20190228.0,178.0,,,,,,D,0.0
5929,ll9KVJToU2,201807.0,20180731.0,,,,,,,C3,0.0
5930,CP36MVTdZd,201903.0,20190331.0,696.0,691.0,,,,,C2,0.0
5931,72wY8wJvw3,201904.0,20190430.0,590.0,590.0,633.0,,,,E,0.0
5932,4uVd14rAaL,202001.0,20200131.0,194.0,295.0,421.0,558.0,558.0,558.0,C3,0.0
5933,k17g22yV4F,201910.0,20191031.0,26.0,10.0,53.0,43.0,244.0,114.0,D,0.0
5934,A2eYsrCMUq,201911.0,20191130.0,693.0,693.0,605.0,595.0,584.0,563.0,C1a,0.0
5935,haSodA8sgr,202002.0,20200229.0,694.0,690.0,690.0,728.0,728.0,728.0,C3,0.0
5936,MhjwmdwAL6,201910.0,20191031.0,584.0,493.0,448.0,493.0,493.0,620.0,C2,0.0
5937,rDCBNyAa6x,201808.0,20180831.0,,,,,,,E,0.0
5938,4YPxAYH6Ju,201912.0,20191231.0,614.0,614.0,614.0,745.0,745.0,745.0,D,0.0
5939,bgQmFZSSJg,201907.0,20190731.0,721.0,721.0,721.0,717.0,717.0,717.0,C3,0.0
5940,bhOuNxNpaj,201808.0,20180831.0,,,,,,,D,0.0
5941,bkO0F416Ll,201912.0,20191231.0,644.0,644.0,644.0,644.0,640.0,640.0,C3,0.0
5942,LrT9QyX4Y3,201812.0,20181231.0,,,,,,,C3,0.0
5943,QCIaoXh0mp,201812.0,20181231.0,,,,,,,E,0.0
5944,f0l4PnkExo,201811.0,20181130.0,,,,,,,D,0.0
5945,GNPZeKhfsX,201906.0,20190630.0,608.0,608.0,651.0,651.0,608.0,,D,0.0
5946,1J7VfqctHR,202003.0,20200331.0,125.0,147.0,106.0,31.0,31.0,45.0,C3,0.0
5947,5e4Ri2F9tV,202003.0,20200331.0,574.0,737.0,737.0,733.0,799.0,733.0,D,0.0
5948,kZpgmuTCiH,202003.0,20200331.0,763.0,763.0,763.0,763.0,762.0,727.0,AB,0.0
5949,WbH2DxOXAL,201904.0,20190430.0,16.0,16.0,23.0,,,,D,0.0
5950,HjVIVtMjXZ,201810.0,20181031.0,,,,,,,C3,0.0
5951,8w43RXJOt7,201807.0,20180731.0,,,,,,,D,0.0
5952,ZVHIR6cR5T,201901.0,20190131.0,,,,,,,C3,0.0
5953,3dCK3B6R1D,201903.0,20190331.0,230.0,260.0,,,,,C3,0.0
5954,QEFa51v2OY,201909.0,20190930.0,501.0,188.0,325.0,367.0,716.0,592.0,D,0.0
5955,qvAxfXfof2,201911.0,20191130.0,621.0,621.0,577.0,577.0,577.0,621.0,D,0.0
5956,zPJoX7Zq78,202001.0,20200131.0,678.0,637.0,593.0,632.0,632.0,674.0,D,0.0
5957,OnqsaecdmJ,201812.0,20181231.0,,,,,,,C2,0.0
5958,niEKWX8DTP,202001.0,20200131.0,713.0,713.0,713.0,713.0,713.0,713.0,E,0.0
5959,IUZlvunvUc,201809.0,20180930.0,,,,,,,D,0.0
5960,LrAs6BiVwO,201809.0,20180930.0,,,,,,,D,0.0
5961,Kn9bd043lN,202001.0,20200131.0,207.0,312.0,312.0,312.0,524.0,519.0,D,0.0
5962,UXmS1u4QIs,201904.0,20190430.0,604.0,604.0,604.0,,,,E,0.0
5963,cAsDvItKHC,201910.0,20191031.0,658.0,731.0,731.0,567.0,567.0,567.0,E,0.0
5964,FHTQLdOwSF,201912.0,20191231.0,361.0,106.0,281.0,197.0,124.0,40.0,C3,0.0
5965,9cLO9oDlXK,201908.0,20190831.0,455.0,501.0,592.0,592.0,592.0,716.0,D,0.0
5966,N0MRejra3f,201912.0,20191231.0,449.0,444.0,444.0,444.0,665.0,665.0,C3,0.0
5967,7FnMivWVfZ,201911.0,20191130.0,689.0,606.0,606.0,606.0,516.0,516.0,E,0.0
5968,dP5em4qjXT,201903.0,20190331.0,647.0,647.0,,,,,C3,0.0
5969,lHkO11SCJ5,201910.0,20191031.0,752.0,716.0,716.0,636.0,677.0,677.0,C1b,0.0
5970,ZZSMKh7rs8,201912.0,20191231.0,569.0,619.0,569.0,524.0,569.0,613.0,C2,0.0
5971,81vgelZvkv,201807.0,20180731.0,,,,,,,C2,0.0
5972,4RFZeF0eOC,201810.0,20181031.0,,,,,,,D,0.0
5973,YeShFTCHwT,201912.0,20191231.0,735.0,735.0,735.0,735.0,731.0,731.0,C3,0.0
5974,9soTWmZQxz,201810.0,20181031.0,,,,,,,C1a,0.0
5975,OAmc6sJFLN,201904.0,20190430.0,691.0,607.0,607.0,,,,D,0.0
5976,bEMicznfPX,201907.0,20190731.0,242.0,278.0,357.0,445.0,491.0,537.0,D,0.0
5977,DXAFTVHkCD,201808.0,20180831.0,,,,,,,D,0.0
5978,ttF2QrFrLF,201811.0,20181130.0,,,,,,,E,0.0
5979,kBsW1fNwsa,201902.0,20190228.0,676.0,,,,,,C1a,0.0
5980,PQ3vfGhyqR,201810.0,20181031.0,,,,,,,D,0.0
5981,OPR7xtZw1c,201908.0,20190831.0,668.0,668.0,694.0,694.0,694.0,731.0,D,0.0
5982,Hux3XKZy0S,201911.0,20191130.0,592.0,592.0,635.0,635.0,635.0,631.0,C1b,0.0
5983,Yt2Pn38dxO,201808.0,20180831.0,,,,,,,D,0.0
5984,sTS3lpGWHs,201811.0,20181130.0,,,,,,,C1b,0.0
5985,vkFZMXo6Vr,201906.0,20190630.0,620.0,531.0,571.0,480.0,526.0,,D,0.0
5986,UxRR4ydvjv,202003.0,20200331.0,720.0,597.0,597.0,597.0,716.0,716.0,D,0.0
5987,z2AzcmQMa3,201905.0,20190531.0,742.0,742.0,742.0,742.0,,,C3,0.0
5988,EimoAbbUSS,201912.0,20191231.0,724.0,723.0,723.0,723.0,723.0,723.0,C2,0.0
5989,fuSfGohhRF,201906.0,20190630.0,798.0,826.0,823.0,795.0,795.0,,D,0.0
5990,tdbUaM5RQI,201912.0,20191231.0,720.0,720.0,720.0,720.0,720.0,720.0,C3,0.0
5991,GsV2RXkuiU,201907.0,20190731.0,710.0,811.0,811.0,811.0,811.0,811.0,D,0.0
5992,2JapIQwiYb,201812.0,20181231.0,,,,,,,E,0.0
5993,Bod9CPSDn8,202003.0,20200331.0,723.0,723.0,723.0,723.0,723.0,684.0,D,0.0
5994,wpcZzVENgb,201810.0,20181031.0,,,,,,,E,0.0
5995,k7ICIaB4R2,201807.0,20180731.0,,,,,,,C1b,0.0
5996,i2s51Dmql2,202001.0,20200131.0,393.0,393.0,393.0,393.0,467.0,685.0,D,0.0
5997,uQn4BWL9dT,201810.0,20181031.0,,,,,,,C3,0.0
5998,qEqVEHjvxk,201912.0,20191231.0,763.0,763.0,759.0,759.0,759.0,759.0,D,0.0
5999,YpqdK3ZO7O,201808.0,20180831.0,,,,,,,D,0.0
6000,18sZhuETFQ,201808.0,20180831.0,,,,,,,D,0.0
6001,9OERDQLnHs,201811.0,20181130.0,,,,,,,C3,0.0
6002,wLSz2KZO2i,201909.0,20190930.0,460.0,506.0,597.0,755.0,787.0,681.0,C3,0.0
6003,ty8gE9tJxX,201810.0,20181031.0,,,,,,,D,0.0
6004,TXRFTxH45c,201812.0,20181231.0,,,,,,,D,0.0
6005,oVdybtnBvH,201812.0,20181231.0,,,,,,,D,0.0
6006,fdqAHGeoDr,201812.0,20181231.0,,,,,,,E,0.0
6007,axFgitCLKf,201912.0,20191231.0,803.0,803.0,803.0,800.0,800.0,800.0,C2,0.0
6008,Y93K2hUYI3,201812.0,20181231.0,,,,,,,D,0.0
6009,6bt6Nq0p72,201909.0,20190930.0,281.0,238.0,264.0,341.0,364.0,318.0,C1a,0.0
6010,5haeI0qosO,202002.0,20200229.0,231.0,126.0,148.0,343.0,475.0,475.0,E,0.0
6011,smAOy2fDFW,201909.0,20190930.0,786.0,901.0,901.0,925.0,924.0,924.0,AB,0.0
6012,FkHafErCXC,201904.0,20190430.0,676.0,676.0,591.0,,,,C3,0.0
6013,lrMmCT9fpx,201912.0,20191231.0,848.0,848.0,848.0,794.0,794.0,794.0,C3,0.0
6014,nkts2gMpeR,201906.0,20190630.0,807.0,807.0,807.0,807.0,804.0,,C3,0.0
6015,M5WsczpNnq,201810.0,20181031.0,,,,,,,E,0.0
6016,Y4IuDzHvc5,202003.0,20200331.0,642.0,642.0,638.0,638.0,638.0,638.0,C3,0.0
6017,Mol2GqCZdf,201906.0,20190630.0,811.0,811.0,808.0,808.0,808.0,,D,0.0
6018,oxwAEGxUGv,201808.0,20180831.0,,,,,,,E,0.0
6019,3XGRGWC7pJ,201912.0,20191231.0,690.0,822.0,822.0,822.0,822.0,762.0,C2,0.0
6020,5vI3Mkjk7j,201912.0,20191231.0,403.0,539.0,539.0,670.0,670.0,670.0,C3,0.0
6021,qqaPsStWX5,201902.0,20190228.0,728.0,,,,,,C3,0.0
6022,VievQs9ySx,202001.0,20200131.0,426.0,340.0,280.0,280.0,477.0,694.0,D,0.0
6023,vNMYVhdvku,201906.0,20190630.0,405.0,320.0,316.0,316.0,278.0,,C3,0.0
6024,i4Cn5KDn6b,201911.0,20191130.0,139.0,651.0,651.0,646.0,646.0,646.0,C3,0.0
6025,gESGYwgYwT,201903.0,20190331.0,414.0,139.0,,,,,C3,0.0
6026,Zl2vACMlQx,201810.0,20181031.0,,,,,,,D,0.0
6027,CfZn6MeFYL,201911.0,20191130.0,632.0,632.0,674.0,574.0,574.0,375.0,C3,0.0
6028,w9dFwH7uts,201812.0,20181231.0,,,,,,,E,0.0
6029,Rto5YdRbtV,202002.0,20200229.0,525.0,479.0,479.0,479.0,62.0,346.0,C2,0.0
6030,sQhFUVSBjn,201901.0,20190131.0,,,,,,,E,0.0
6031,ALSiIUvVqj,201906.0,20190630.0,844.0,866.0,722.0,722.0,722.0,,C3,0.0
6032,12Oye7sqvG,201906.0,20190630.0,505.0,459.0,414.0,414.0,505.0,,C3,0.0
6033,tDb22eepKW,201901.0,20190131.0,,,,,,,C3,0.0
6034,iSiFZz6ab2,201909.0,20190930.0,620.0,702.0,662.0,702.0,702.0,738.0,C3,0.0
6035,1kkTXs74Se,201905.0,20190531.0,892.0,892.0,892.0,892.0,,,C3,0.0
6036,UwmrV7NRAG,202002.0,20200229.0,485.0,480.0,480.0,480.0,434.0,434.0,C3,0.0
6037,KwL1ccN8Xy,201905.0,20190531.0,476.0,522.0,522.0,612.0,,,C1b,0.0
6038,n6J0HHORsQ,201810.0,20181031.0,,,,,,,C3,0.0
6039,1Jtua4c8Oe,201905.0,20190531.0,520.0,653.0,648.0,648.0,,,C1b,0.0
6040,Jj5aQAoKWK,201811.0,20181130.0,,,,,,,D,0.0
6041,FKZnOBNGiJ,201903.0,20190331.0,672.0,672.0,,,,,E,0.0
6042,xFH0BLrgPs,201811.0,20181130.0,,,,,,,D,0.0
6043,6HDIVVMcT4,201906.0,20190630.0,825.0,825.0,825.0,825.0,822.0,,C3,0.0
6044,XdkOj8mbpn,202001.0,20200131.0,644.0,644.0,644.0,644.0,644.0,644.0,E,0.0
6045,9fssOvF8qd,201908.0,20190831.0,526.0,521.0,521.0,520.0,520.0,302.0,C3,0.0
6046,h88I20r0aO,201911.0,20191130.0,644.0,644.0,644.0,639.0,639.0,639.0,D,0.0
6047,VOIOJ8rpBH,201908.0,20190831.0,482.0,477.0,598.0,350.0,293.0,11.0,D,0.0
6048,UAXpf9cbPg,201808.0,20180831.0,,,,,,,E,0.0
6049,h9A98OHuDu,201808.0,20180831.0,,,,,,,D,0.0
6050,cmBwVKvChZ,201907.0,20190731.0,503.0,678.0,717.0,717.0,717.0,593.0,E,0.0
6051,6aa9hqqOEv,201911.0,20191130.0,267.0,267.0,149.0,108.0,149.0,432.0,,0.0
6052,rYfykvocuY,201811.0,20181130.0,,,,,,,C1b,0.0
6053,aPcwcp5gSm,201906.0,20190630.0,244.0,447.0,583.0,627.0,708.0,,D,0.0
6054,RCCkUQg6xu,201808.0,20180831.0,,,,,,,D,0.0
6055,0kL2amEy75,201903.0,20190331.0,692.0,688.0,,,,,Z,0.0
6056,17mufzYYbc,201908.0,20190831.0,383.0,383.0,78.0,300.0,340.0,340.0,C3,0.0
6057,VYBA3f3pQo,201812.0,20181231.0,,,,,,,D,0.0
6058,fJR2GfBFtf,201907.0,20190731.0,611.0,521.0,425.0,562.0,516.0,510.0,D,0.0
6059,CfXG9bblZS,201904.0,20190430.0,40.0,87.0,526.0,,,,C3,0.0
6060,cFDxcJxEPy,201907.0,20190731.0,716.0,716.0,578.0,432.0,432.0,432.0,D,0.0
6061,zxmDd1uS5k,201901.0,20190131.0,,,,,,,C1a,0.0
6062,Fb2yDnfzJw,201809.0,20180930.0,,,,,,,C2,0.0
6063,Z6ORK0nHl2,201908.0,20190831.0,376.0,465.0,376.0,87.0,37.0,51.0,C3,0.0
6064,ATS9rmqcEW,201908.0,20190831.0,608.0,608.0,603.0,725.0,725.0,725.0,E,0.0
6065,sNSyF6Q2C6,201904.0,20190430.0,425.0,438.0,807.0,,,,C3,0.0
6066,5xHIzcsYQu,201810.0,20181031.0,,,,,,,C2,0.0
6067,7CuW0b1FuY,201811.0,20181130.0,,,,,,,C3,0.0
6068,99WG2QJgtJ,201906.0,20190630.0,695.0,695.0,767.0,695.0,695.0,,C1b,0.0
6069,7chKMxMTjg,201905.0,20190531.0,150.0,269.0,269.0,269.0,,,C2,0.0
6070,INqF8ueAQV,201912.0,20191231.0,425.0,470.0,606.0,606.0,649.0,649.0,D,0.0
6071,V3YoqLTiLV,201904.0,20190430.0,315.0,667.0,706.0,,,,D,0.0
6072,VOJzn7t1lJ,201905.0,20190531.0,302.0,199.0,265.0,520.0,,,D,0.0
6073,v9436fVJOa,201907.0,20190731.0,631.0,631.0,631.0,631.0,631.0,631.0,D,0.0
6074,XtyyBCNJe7,201907.0,20190731.0,608.0,677.0,547.0,547.0,547.0,677.0,C2,0.0
